# ialpha itau tau krylov_substeps krylov_halvings krylov_last_error krylov_max_h mask_norm_before mask_norm_inside mask_norm_outside mask_overlap_real field_max_abs_e_nir field_max_abs_e_xuv field_max_abs_e_total field_max_abs_a field_consistency_error field_a2_phase initial_energy initial_residual_norm timing_initialize_seconds timing_propagate_seconds timing_mask_seconds timing_project_seconds timing_total_seconds timing_synthesis_seconds
       1        1   0.0000000000000000E+00     2500        0   0.0000000000000000E+00   3.0209369160152155E+00   8.6592424310696148E-01   0.0000000000000000E+00   9.5438874459338852E-02  -3.7768572832625763E-01   3.6066581058745682E-02   4.3479208012200635E-02   4.3566776808499380E-02   6.0756920018960980E-01   1.1087051415836768E-15   1.1843489052284870E+01  -4.7635725344351537E-01   4.2807977948714979E-02   1.7430000000000000E-03   2.1294695300000001E+02   5.9000000000000004E-05   2.6766999999999999E-02   2.1297566699999999E+02   2.5000000000000001E-05
 
       1        2   8.6822047244094480E-01     2500        0   0.0000000000000000E+00   3.0327845624361265E+00   8.6340983435597785E-01   0.0000000000000000E+00   1.0060335371223533E-01  -3.7646331525728843E-01   3.6066581058745682E-02   4.3479644607856596E-02   4.3618501000302408E-02   6.0756920018960980E-01   1.1087051415836768E-15   1.1843485000961186E+01  -4.7635725344351537E-01   4.2807977948714979E-02   4.0000000000000003E-05   1.9228448000000000E+02   5.1000000000000000E-05   2.8328000000000002E-02   1.9231297300000000E+02   2.4000000000000001E-05
 
       1        3   1.7364409448818896E+00     2500        0   0.0000000000000000E+00   3.0357137551381363E+00   8.6314023558675301E-01   0.0000000000000000E+00   1.0646758197675010E-01  -3.7660480492429033E-01   3.6066581058745682E-02   4.3477818958661082E-02   4.3660749603045217E-02   6.0756920018960980E-01   1.1087051415836768E-15   1.1843478497032805E+01  -4.7635725344351537E-01   4.2807977948714979E-02   3.8999999999999999E-05   2.1171257000000003E+02   5.8000000000000007E-05   2.5795999999999999E-02   2.1173854900000001E+02   2.3000000000000000E-05
 
       1        4   2.6046614173228346E+00     2500        0   0.0000000000000000E+00   3.0361849491025508E+00   8.6447407742425042E-01   0.0000000000000000E+00   1.1233096239648106E-01  -3.7769251031988410E-01   3.6066581058745682E-02   4.3480619685835990E-02   4.3708266431673456E-02   6.0756920018960980E-01   1.1087051415836768E-15   1.1843468868841182E+01  -4.7635725344351537E-01   4.2807977948714979E-02   4.0000000000000003E-05   2.0944452400000000E+02   5.1000000000000000E-05   2.4958999999999999E-02   2.0946965200000000E+02   2.4000000000000001E-05
 
       1        5   3.4728818897637792E+00     2500        0   0.0000000000000000E+00   3.0445967455079108E+00   8.6640675004996570E-01   0.0000000000000000E+00   1.1754540576273551E-01  -3.7930391200078573E-01   3.6066581058745682E-02   4.3480791359962440E-02   4.3779883012562235E-02   6.0756920018960980E-01   1.1087051415836768E-15   1.1843455400496488E+01  -4.7635725344351537E-01   4.2807977948714979E-02   4.1999999999999998E-05   2.1737529199999997E+02   5.1999999999999990E-05   2.6114999999999996E-02   2.1740157700000000E+02   2.1999999999999999E-05
 
