# itau tau ik k angular_weighted_probability energy_spectrum_density total_bin_weighted_probability
# mature_reference=sum_mom uses |mom|^2*k^2*sin(theta)*dk*dtheta*dphi
# dk_dtheta_dphi   6.2375000000000007E-02   1.5707963267948966E-01   6.2831853071795862E+00
       1   0.0000000000000000E+00        1   5.0000000000000001E-03   5.1741013511177727E+01   1.2935253377794433E-03   8.0683642943992791E-05
       1   0.0000000000000000E+00        2   6.7375000000000004E-02   3.9234048353986877E+00   1.7809867127888474E-02   1.1108904621020437E-03
       1   0.0000000000000000E+00        3   1.2975000000000000E-01   1.9833089289765162E+00   3.3389129776127714E-02   2.0826469697859664E-03
       1   0.0000000000000000E+00        4   1.9212499999999999E-01   1.0391504926080071E+00   3.8357139219873201E-02   2.3925265588395912E-03
       1   0.0000000000000000E+00        5   2.5450000000000000E-01   4.3157006540782550E-01   2.7952901028981209E-02   1.7435622016827030E-03
       1   0.0000000000000000E+00        6   3.1687500000000002E-01   3.6858915322729097E-01   3.7009950487469502E-02   2.3084956616559104E-03
       1   0.0000000000000000E+00        7   3.7924999999999998E-01   3.9522802703889182E-01   5.6845869444769014E-02   3.5457611066174676E-03
       1   0.0000000000000000E+00        8   4.4162499999999999E-01   1.8880502084156489E-01   3.6823141777988559E-02   2.2968434684020366E-03
       1   0.0000000000000000E+00        9   5.0400000000000000E-01   9.9602515005675171E-02   2.5300632451681588E-02   1.5781269491736392E-03
       1   0.0000000000000000E+00       10   5.6637499999999996E-01   7.3570334710605242E-02   2.3599939099463618E-02   1.4720462013290434E-03
       1   0.0000000000000000E+00       11   6.2875000000000003E-01   5.9976358653326199E-02   2.3710247697686579E-02   1.4789267001432006E-03
       1   0.0000000000000000E+00       12   6.9112499999999999E-01   3.7309261742160121E-02   1.7820909363831530E-02   1.1115792215689918E-03
       1   0.0000000000000000E+00       13   7.5349999999999995E-01   2.7134110115483324E-02   1.5405723410914569E-02   9.6093199775579632E-04
       1   0.0000000000000000E+00       14   8.1587500000000002E-01   2.1918462349242579E-02   1.4590068642173996E-02   9.1005553155560303E-04
       1   0.0000000000000000E+00       15   8.7824999999999998E-01   1.5706138525801286E-02   1.2114506867770282E-02   7.5564236587717139E-04
       1   0.0000000000000000E+00       16   9.4062500000000004E-01   1.1980187704346282E-02   1.0599775255873805E-02   6.6116098158512865E-04
       1   0.0000000000000000E+00       17   1.0029999999999999E+00   9.1153140429346708E-03   9.1700879650186626E-03   5.7198423681803913E-04
       1   0.0000000000000000E+00       18   1.0653750000000000E+00   5.3077831793619324E-03   6.0244607148333120E-03   3.7577573708772789E-04
       1   0.0000000000000000E+00       19   1.1277500000000000E+00   2.6853190512618782E-03   3.4152426436083226E-03   2.1302575989506914E-04
       1   0.0000000000000000E+00       20   1.1901250000000001E+00   1.5894395577179051E-03   2.2512782407877398E-03   1.4042348026913529E-04
       1   0.0000000000000000E+00       21   1.2524999999999999E+00   1.1181025572113198E-03   1.7540303747662403E-03   1.0940764462604425E-04
       1   0.0000000000000000E+00       22   1.3148750000000000E+00   8.5252035727818507E-04   1.4739192620675449E-03   9.1935713971463121E-05
       1   0.0000000000000000E+00       23   1.3772500000000001E+00   7.8082634590027086E-04   1.4810851261663339E-03   9.2382684744625094E-05
       1   0.0000000000000000E+00       24   1.4396249999999999E+00   5.4165861173717294E-04   1.1225983821682680E-03   7.0022074087745719E-05
       1   0.0000000000000000E+00       25   1.5020000000000000E+00   4.0400015105543580E-04   9.1142595678166734E-04   5.6850194054256509E-05
       1   0.0000000000000000E+00       26   1.5643750000000001E+00   5.0770966180450742E-04   1.2425021877313263E-03   7.7501073959741491E-05
       1   0.0000000000000000E+00       27   1.6267499999999999E+00   4.5835647439208821E-04   1.2129558713564158E-03   7.5658122475856442E-05
