# itau tau ialpha ik k itheta theta iphi phi amp_real amp_imag amp_abs2
       1   0.0000000000000000E+00        1        1   5.0000000000000001E-03        1   0.0000000000000000E+00        1   0.0000000000000000E+00   1.0215488197646252E+00  -2.7433818153591769E+00   8.5697057760059110E+00
       1   0.0000000000000000E+00        1        2   6.7375000000000004E-02        1   0.0000000000000000E+00        1   0.0000000000000000E+00   5.1219353379333543E-01  -9.7997729871669037E-01   1.2226977220597661E+00
       1   0.0000000000000000E+00        1        3   1.2975000000000000E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -6.2630684869242759E-01  -6.3002015234687647E-01   7.8918566108222088E-01
       1   0.0000000000000000E+00        1        4   1.9212499999999999E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -2.9158711173696039E-01   6.5230275677827410E-01   5.1052193023163872E-01
       1   0.0000000000000000E+00        1        5   2.5450000000000000E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -5.6441143457417731E-01  -1.9764157368650948E-02   3.1895088939457361E-01
       1   0.0000000000000000E+00        1        6   3.1687500000000002E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -6.7457538100571757E-01   2.3786919779064017E-01   5.1163369991657182E-01
       1   0.0000000000000000E+00        1        7   3.7924999999999998E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -1.8457058220405223E-01   7.1534203830142107E-01   5.4578053157637463E-01
       1   0.0000000000000000E+00        1        8   4.4162499999999999E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00   5.8189981140248737E-01   1.3074773550247704E-01   3.5570236084927609E-01
       1   0.0000000000000000E+00        1        9   5.0400000000000000E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -2.6748882169499383E-01  -1.7728706203656996E-01   1.0298097209733480E-01
       1   0.0000000000000000E+00        1       10   5.6637499999999996E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00   2.8210850846873314E-01  -3.5553727653790321E-03   7.9597851225954086E-02
       1   0.0000000000000000E+00        1       11   6.2875000000000003E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -2.7274845132899300E-01   7.7845857328911500E-02   8.0451695205637302E-02
       1   0.0000000000000000E+00        1       12   6.9112499999999999E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00   8.2804495914719223E-02  -1.9746256043168306E-01   4.5848047315926836E-02
       1   0.0000000000000000E+00        1       13   7.5349999999999995E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00   1.7164912202322918E-01   1.0952876699113831E-01   4.1459971889944491E-02
       1   0.0000000000000000E+00        1       14   8.1587500000000002E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -4.3095686899488783E-02   1.9410808786684400E-01   3.9535188004661194E-02
       1   0.0000000000000000E+00        1       15   8.7824999999999998E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -1.4466630137505568E-01   1.0039034761875962E-01   3.1006560648553828E-02
       1   0.0000000000000000E+00        1       16   9.4062500000000004E-01        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -1.4656936039633348E-01   3.3521807185880333E-02   2.2606288963997630E-02
       1   0.0000000000000000E+00        1       17   1.0029999999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -1.2629335694887950E-01   3.3971280584726649E-02   1.7104059913983310E-02
       1   0.0000000000000000E+00        1       18   1.0653750000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -7.8851659421530010E-02   8.5413499345095692E-02   1.3513050063903626E-02
       1   0.0000000000000000E+00        1       19   1.1277500000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   2.0012396447278237E-02   8.2652381812804543E-02   7.2319122308926584E-03
       1   0.0000000000000000E+00        1       20   1.1901250000000001E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   6.0696316383660090E-02  -1.8157636893100036E-02   4.0137426000870320E-03
       1   0.0000000000000000E+00        1       21   1.2524999999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -2.7934346053708727E-02  -3.2226345725836394E-02   1.8188650482894857E-03
       1   0.0000000000000000E+00        1       22   1.3148750000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   1.6779259507229857E-02   3.1647064106639519E-02   1.2830802161807149E-03
       1   0.0000000000000000E+00        1       23   1.3772500000000001E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -1.0862192712718944E-02  -3.3220385673718850E-02   1.2215812548388694E-03
       1   0.0000000000000000E+00        1       24   1.4396249999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   9.5609257799686674E-03   1.2964093770069142E-02   2.5947902904921492E-04
       1   0.0000000000000000E+00        1       25   1.5020000000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -4.4612171108868864E-03  -6.8443521837970468E-05   1.9907142626151521E-05
       1   0.0000000000000000E+00        1       26   1.5643750000000001E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -1.3752541266697229E-02  -8.5133911400809906E-03   2.6161021999621971E-04
       1   0.0000000000000000E+00        1       27   1.6267499999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   7.4468206000629991E-03  -1.2356238820935773E-02   2.0813177484952289E-04
       1   0.0000000000000000E+00        1       28   1.6891250000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   1.1658660296226770E-02   4.4706543190520965E-03   1.5591110994327362E-04
       1   0.0000000000000000E+00        1       29   1.7515000000000001E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   2.6345848413216817E-03   2.5826737171011451E-03   1.3611240815127036E-05
       1   0.0000000000000000E+00        1       30   1.8138749999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -4.2841073000073294E-03  -1.1227888368981732E-02   1.4441905258429137E-04
       1   0.0000000000000000E+00        1       31   1.8762500000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00   7.3988253417614017E-03  -1.1387399023261741E-02   1.8441547295287318E-04
       1   0.0000000000000000E+00        1       32   1.9386250000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -4.0793591965594721E-03  -8.8415714941328209E-03   9.4814557940416420E-05
       1   0.0000000000000000E+00        1       33   2.0009999999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -9.5217386026227625E-03   1.7762795837901540E-03   9.3818675176466197E-05
       1   0.0000000000000000E+00        1       34   2.0633750000000002E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -6.7774650736580778E-03   2.8582335476224872E-03   5.4103531837409724E-05
       1   0.0000000000000000E+00        1       35   2.1257500000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -3.9974141212555398E-03  -2.3658397546099763E-03   2.1576517401306191E-05
       1   0.0000000000000000E+00        1       36   2.1881249999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -7.0230170460631736E-03  -1.7029443707765196E-03   5.2222787959253336E-05
       1   0.0000000000000000E+00        1       37   2.2505000000000002E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -8.0270026180071924E-03   4.0082085594539798E-05   6.4434377603079935E-05
       1   0.0000000000000000E+00        1       38   2.3128750000000000E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -7.9858932147113537E-03   4.3351116676152877E-03   8.2567683607467045E-05
       1   0.0000000000000000E+00        1       39   2.3752499999999999E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -4.0399785629402288E-03   4.5372949510404798E-03   3.6908472261754022E-05
       1   0.0000000000000000E+00        1       40   2.4376250000000002E+00        1   0.0000000000000000E+00        1   0.0000000000000000E+00  -5.2324438422144195E-04  -4.9913055457153372E-03   2.5186915736307952E-05
       1   0.0000000000000000E+00        1        1   5.0000000000000001E-03        2   1.5707963267948966E-01        1   0.0000000000000000E+00   7.6165581604076571E-01  -1.7298683443152889E+00   3.5725640707728434E+00
       1   0.0000000000000000E+00        1        2   6.7375000000000004E-02        2   1.5707963267948966E-01        1   0.0000000000000000E+00   4.8336439524783770E-01  -6.9814182850536333E-01   7.2104315130211993E-01
       1   0.0000000000000000E+00        1        3   1.2975000000000000E-01        2   1.5707963267948966E-01        1   0.0000000000000000E+00  -4.7090080081612534E-01  -5.5345831193269801E-01   5.2806366725665987E-01
       1   0.0000000000000000E+00        1        4   1.9212499999999999E-01        2   1.5707963267948966E-01        1   0.0000000000000000E+00  -2.7174570863653957E-01   5.5268196767019750E-01   3.7930308755017628E-01
