# itau tau probability_total probability_delta_from_first max_k_index max_k max_k_probability
       1   0.0000000000000000E+00   9.0038258953675188E+02   3.4106051316484809E-13        1   5.0000000000000001E-03   6.2144626808882299E+02
       2   8.6822047244094480E-01   9.8898078321516095E+02   8.8598193678409416E+01        1   5.0000000000000001E-03   6.9018388857883929E+02
       3   1.7364409448818896E+00   1.0755220979726394E+03   1.7513950843588782E+02        1   5.0000000000000001E-03   7.5823071586825097E+02
       4   2.6046614173228346E+00   1.1414698814609303E+03   2.4108729192417877E+02        1   5.0000000000000001E-03   8.0968325415869401E+02
       5   3.4728818897637792E+00   1.1745408889959222E+03   2.7415829945917062E+02        1   5.0000000000000001E-03   8.3395428766760176E+02
       6   4.3411023622047242E+00   1.1702940892670802E+03   2.6991149973032861E+02        1   5.0000000000000001E-03   8.2718406223120178E+02
       7   5.2093228346456693E+00   1.1272428564784557E+03   2.2686026694170414E+02        1   5.0000000000000001E-03   7.8812187723300974E+02
       8   6.0775433070866134E+00   1.0484528608371593E+03   1.4807027130040774E+02        1   5.0000000000000001E-03   7.1996942761157732E+02
       9   6.9457637795275584E+00   9.4875089853873351E+02   4.8368309001981970E+01        1   5.0000000000000001E-03   6.3663975950037775E+02
      10   7.8139842519685034E+00   8.5450369011135126E+02  -4.5878899425400277E+01        1   5.0000000000000001E-03   5.6146160036336767E+02
      11   8.6822047244094485E+00   7.9045759772868678E+02  -1.0992499180806476E+02        1   5.0000000000000001E-03   5.1480305547789214E+02
      12   9.5504251968503944E+00   7.6631153269705476E+02  -1.3407105683969678E+02        1   5.0000000000000001E-03   5.0304891749447756E+02
      13   1.0418645669291339E+01   7.7750879387081227E+02  -1.2287379566593927E+02        1   5.0000000000000001E-03   5.2064818246460516E+02
      14   1.1286866141732284E+01   8.1398743238579743E+02  -8.6395157150954105E+01        1   5.0000000000000001E-03   5.5819672266657494E+02
      15   1.2155086614173227E+01   8.6492491487448171E+02  -3.5457674662269824E+01        1   5.0000000000000001E-03   6.0592912540642294E+02
      16   1.3023307086614173E+01   9.1885507330930443E+02   1.8472483772552891E+01        1   5.0000000000000001E-03   6.5316672038174852E+02
      17   1.3891527559055117E+01   9.6428562398651047E+02   6.3903034449758934E+01        1   5.0000000000000001E-03   6.8921268165387517E+02
      18   1.4759748031496061E+01   9.9225119986486220E+02   9.1868610328110663E+01        1   5.0000000000000001E-03   7.0655483765888766E+02
      19   1.5627968503937007E+01   9.9755207982544016E+02   9.7169490288688621E+01        1   5.0000000000000001E-03   7.0227274771770863E+02
      20   1.6496188976377955E+01   9.8043321240908256E+02   8.0050622872331019E+01        1   5.0000000000000001E-03   6.7875010281106540E+02
      21   1.7364409448818897E+01   9.4949458442035552E+02   4.9111994883603984E+01        1   5.0000000000000001E-03   6.4529014636128579E+02
      22   1.8232629921259843E+01   9.1898456173145939E+02   1.8601972194707855E+01        1   5.0000000000000001E-03   6.1527400991651598E+02
      23   1.9100850393700789E+01   9.0118038492057269E+02   7.9779538382115334E-01        1   5.0000000000000001E-03   5.9938638466623831E+02
      24   1.9969070866141735E+01   9.0199525886830736E+02   1.6126693315558214E+00        1   5.0000000000000001E-03   6.0207592491582886E+02
      25   2.0837291338582677E+01   9.1990932849172032E+02   1.9526738954968778E+01        1   5.0000000000000001E-03   6.2105462581787424E+02
      26   2.1705511811023623E+01   9.4658910641039051E+02   4.6206516873638975E+01        1   5.0000000000000001E-03   6.4800728745541608E+02
      27   2.2573732283464569E+01   9.7209869501252797E+02   7.1716105475776430E+01        1   5.0000000000000001E-03   6.7330088537347524E+02
      28   2.3441952755905511E+01   9.9025224538033251E+02   8.9869655843580972E+01        1   5.0000000000000001E-03   6.9096097101972055E+02
      29   2.4310173228346454E+01   9.9891120939623681E+02   9.8528619859485275E+01        1   5.0000000000000001E-03   6.9905401520303428E+02
      30   2.5178393700787399E+01   9.9597777393981539E+02   9.5595184403063854E+01        1   5.0000000000000001E-03   6.9615551094274429E+02
      31   2.6046614173228345E+01   9.7751763594433157E+02   7.7135046407580035E+01        1   5.0000000000000001E-03   6.7968311480403793E+02
      32   2.6914834645669288E+01   9.4346030026454480E+02   4.3077710727793260E+01        1   5.0000000000000001E-03   6.5055811275485314E+02
      33   2.7783055118110234E+01   9.0255503642007852E+02   2.1724468833269839E+00        1   5.0000000000000001E-03   6.1684313757072414E+02
      34   2.8651275590551180E+01   8.6950368053670036E+02  -3.0878909000051181E+01        1   5.0000000000000001E-03   5.9086401856558939E+02
      35   2.9519496062992122E+01   8.5513392759793805E+02  -4.5248661938813484E+01        1   5.0000000000000001E-03   5.8106254102170158E+02
      36   3.0387716535433068E+01   8.5805173076437359E+02  -4.2330858772377951E+01        1   5.0000000000000001E-03   5.8529182627367118E+02
      37   3.1255937007874014E+01   8.6944285127314026E+02  -3.0939738263611275E+01        1   5.0000000000000001E-03   5.9522353427995495E+02
      38   3.2124157480314963E+01   8.8365771434984833E+02  -1.6724875186903205E+01        1   5.0000000000000001E-03   6.0563468713316399E+02
      39   3.2992377952755909E+01   9.0026735078892000E+02  -1.1523874783154042E-01        1   5.0000000000000001E-03   6.1624058799902593E+02
      40   3.3860598425196855E+01   9.1922488505669992E+02   1.8842295519948379E+01        1   5.0000000000000001E-03   6.2765102642067745E+02
      41   3.4728818897637794E+01   9.3815349900509750E+02   3.7770909468345963E+01        1   5.0000000000000001E-03   6.3900253204262015E+02
      42   3.5597039370078740E+01   9.5383638139680579E+02   5.3453791860054253E+01        1   5.0000000000000001E-03   6.4874543538969476E+02
      43   3.6465259842519686E+01   9.6346436395403748E+02   6.3081774417285942E+01        1   5.0000000000000001E-03   6.5525643029559672E+02
      44   3.7333480314960632E+01   9.6575335192113641E+02   6.5370762384384875E+01        1   5.0000000000000001E-03   6.5763158000812336E+02
      45   3.8201700787401577E+01   9.6155684502363192E+02   6.1174255486880384E+01        1   5.0000000000000001E-03   6.5627849532471294E+02
      46   3.9069921259842523E+01   9.5131760091465276E+02   5.0935011377901219E+01        1   5.0000000000000001E-03   6.5096693175266807E+02
      47   3.9938141732283469E+01   9.3440545794980744E+02   3.4022868413055903E+01        1   5.0000000000000001E-03   6.4035239813521935E+02
      48   4.0806362204724408E+01   9.1255552322324786E+02   1.2172933686496322E+01        1   5.0000000000000001E-03   6.2503508515779026E+02
      49   4.1674582677165354E+01   8.9166010164110014E+02  -8.7224878956513976E+00        1   5.0000000000000001E-03   6.0938167393710262E+02
      50   4.2542803149606300E+01   8.7849497655673144E+02  -2.1887612980020094E+01        1   5.0000000000000001E-03   5.9895426307893740E+02
      51   4.3411023622047246E+01   8.7553822463733536E+02  -2.4844364899416178E+01        1   5.0000000000000001E-03   5.9610308477238300E+02
      52   4.4279244094488192E+01   8.8160784366148494E+02  -1.8774745875266603E+01        1   5.0000000000000001E-03   6.0022584022465958E+02
